FinalID,MaxTol,SAFIT1,SAFIT2,Class,Order,FunctionalFeedingGroup,subfamily,CustomSTE
Apataniidae,1,Apataniidae,Apataniidae,Insecta,Trichoptera,SC,,Apataniidae
Apatolestes,8,Apatolestes,Apatolestes,Insecta,Diptera,P,,Apatolestes
Apedilum,6,Chironomidae,Apedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Apedilum elachista,6,Chironomidae,Apedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Apedilum subcinctum,6,Chironomidae,Apedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Apsectrotanypus,6,Chironomidae,Apsectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Apsectrotanypus algens,6,Chironomidae,Apsectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Apsectrotanypus florens,6,Chironomidae,Apsectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Apsectrotanypus johnsoni,6,Chironomidae,Apsectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Apteraliplus,5,Apteraliplus,Apteraliplus,Insecta,Coleoptera,MH,,Apteraliplus
Apteraliplus parvulus,5,Apteraliplus parvulus,Apteraliplus parvulus,Insecta,Coleoptera,MH,,Apteraliplus parvulus
Aquarius,NA,Aquarius,Aquarius,Insecta,Hemiptera,P,,Aquarius
Aquarius amplus,NA,Aquarius,Aquarius,Insecta,Hemiptera,P,,Aquarius
Aquarius nyctalis,NA,Aquarius,Aquarius,Insecta,Hemiptera,P,,Aquarius
Aquarius remigis,NA,Aquarius,Aquarius,Insecta,Hemiptera,P,,Aquarius
Araeopidius,NA,Araeopidius,Araeopidius,Insecta,Coleoptera,SH,,Araeopidius
Araeopidius monochus,NA,Araeopidius monochus,Araeopidius monochus,Insecta,Coleoptera,SH,,Araeopidius monochus
Archilestes,9,Archilestes,Archilestes,Insecta,Odonata,P,,Archilestes
Archilestes californica,9,Archilestes,Archilestes,Insecta,Odonata,P,,Archilestes
Archilestes grandis,9,Archilestes,Archilestes,Insecta,Odonata,P,,Archilestes
Arcteonais,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Arcteonais lomondi,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Arctitalitus,8,Arctitalitus,Arctitalitus,Malacostraca,Amphipoda,CG,,Arctitalitus
Arctitalitus sylvaticus,8,Arctitalitus,Arctitalitus,Malacostraca,Amphipoda,CG,,Arctitalitus
Arctocorisa,8,Arctocorisa,Arctocorisa,Insecta,Hemiptera,P,,Arctocorisa
Arctocorisa sutilis,8,Arctocorisa sutilis,Arctocorisa sutilis,Insecta,Hemiptera,P,,Arctocorisa sutilis
Arctopsyche,1,Arctopsyche,Arctopsyche,Insecta,Trichoptera,P,,Arctopsyche
Arctopsyche californica,2,Arctopsyche,Arctopsyche californica,Insecta,Trichoptera,P,,Arctopsyche
Arctopsyche grandis,1,Arctopsyche,Arctopsyche grandis,Insecta,Trichoptera,P,,Arctopsyche
Arctopsychinae,NA,Hydropsychidae,Hydropsychidae,Insecta,Trichoptera,P,Arctopsychinae,Hydropsychidae
Argia,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia agrioides,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia alberta,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia emma,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia fumipennis,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia hinei,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia immunda,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia lacrimans,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia lugens,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia moesta,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia munda,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia nahuana,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia oenea,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia pallens,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia pima,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia plana,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia sabino,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia sedula,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia tarascana,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia tezpi,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia tonto,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia translata,7,Argia,Argia,Insecta,Odonata,P,,Argia
Argia vivida,7,Argia,Argia,Insecta,Odonata,P,,Argia
Arrenuridae,5,Arrenuridae,Arrenuridae,Arachnida,Trombidiformes,P,,Arrenuridae
Arrenurus,5,Arrenurus,Arrenurus,Arachnida,Trombidiformes,P,,Arrenurus
Asellidae,8,Asellidae,Asellidae,Malacostraca,Isopoda,CG,,Asellidae
Asellus,8,Asellus,Asellus,Malacostraca,Isopoda,CG,,Asellus
Asellus hilgendorfi,8,Asellus,Asellus,Malacostraca,Isopoda,CG,,Asellus
Asioplax,4,Asioplax,Asioplax,Insecta,Ephemeroptera,CG,,Asioplax
Asioplax edmundsi,4,Asioplax,Asioplax,Insecta,Ephemeroptera,CG,,Asioplax
Astacidae,8,Astacidae,Astacidae,Malacostraca,Decapoda,OM,,Astacidae
Asynarchus,4,Asynarchus,Asynarchus,Insecta,Trichoptera,SH,,Asynarchus
Asynarchus aldinus,4,Asynarchus,Asynarchus,Insecta,Trichoptera,SH,,Asynarchus
Asynarchus cinnamoneus,4,Asynarchus,Asynarchus,Insecta,Trichoptera,SH,,Asynarchus
Asynarchus montanus,4,Asynarchus,Asynarchus,Insecta,Trichoptera,SH,,Asynarchus
Asynarchus pacificus,4,Asynarchus,Asynarchus,Insecta,Trichoptera,SH,,Asynarchus
Athericidae,2,Athericidae,Athericidae,Insecta,Diptera,P,,Athericidae
Atherix,2,Atherix,Atherix,Insecta,Diptera,P,,Atherix
Atherix pachypus,2,Atherix pachypus,Atherix pachypus,Insecta,Diptera,P,,Atherix pachypus
Athienemanniidae,NA,Athienemanniidae,Athienemanniidae,Arachnida,Trombidiformes,P,,Athienemanniidae
Atopsyche,NA,Atopsyche,Atopsyche,Insecta,Trichoptera,P,,Atopsyche
Atopsyche sperryi,NA,Atopsyche,Atopsyche,Insecta,Trichoptera,P,,Atopsyche
Atopsyche tripunctata,NA,Atopsyche,Atopsyche,Insecta,Trichoptera,P,,Atopsyche
Atractelmis,4,Atractelmis,Atractelmis,Insecta,Coleoptera,CG,,Atractelmis
Atractelmis wawona,4,Atractelmis wawona,Atractelmis wawona,Insecta,Coleoptera,CG,,Atractelmis wawona
Atractides,8,Atractides,Atractides,Arachnida,Trombidiformes,P,,Atractides
Atrichopogon,6,Atrichopogon,Atrichopogon,Insecta,Diptera,CG,Forcipomyiinae,Atrichopogon
Attenella,2,Attenella,Attenella,Insecta,Ephemeroptera,CG,,Attenella
Attenella attenuata,2,Attenella,Attenella attenuata,Insecta,Ephemeroptera,CG,,Attenella
Attenella delantala,2,Attenella,Attenella delantala,Insecta,Ephemeroptera,CG,,Attenella
Attenella margarita,2,Attenella,Attenella margarita,Insecta,Ephemeroptera,CG,,Attenella
Attenella soquele,2,Attenella,Attenella soquele,Insecta,Ephemeroptera,CG,,Attenella
Aturidae,5,Aturidae,Aturidae,Arachnida,Trombidiformes,P,,Aturidae
Aturus,5,Aturus,Aturus,Arachnida,Trombidiformes,P,,Aturus
Aulodrilus,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Aulodrilus limnobius,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Aulodrilus pigueti,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Aulodrilus pluriseta,8,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Axonopsis,5,Axonopsis,Axonopsis,Arachnida,Trombidiformes,P,,Axonopsis
Axonopsis californica,5,Axonopsis,Axonopsis,Arachnida,Trombidiformes,P,,Axonopsis
Baetidae,4,Baetidae,Baetidae,Insecta,Ephemeroptera,CG,,Baetidae
Baetis,5,Baetis,Baetis,Insecta,Ephemeroptera,CG,,Baetis
Baetis adonis,5,Baetis,Baetis adonis,Insecta,Ephemeroptera,CG,,Baetis
Baetis alius,1,Baetis,Baetis alius,Insecta,Ephemeroptera,CG,,Baetis
Baetis bicaudatus,4,Baetis,Baetis bicaudatus,Insecta,Ephemeroptera,CG,,Baetis
Baetis brunneicolor,5,Baetis,Baetis brunneicolor,Insecta,Ephemeroptera,CG,,Baetis
Baetis diablus,5,Baetis,Baetis diablus,Insecta,Ephemeroptera,CG,,Baetis
Baetis flavistriga,4,Baetis,Baetis flavistriga,Insecta,Ephemeroptera,CG,,Baetis
Baetis magnus,5,Baetis,Baetis magnus,Insecta,Ephemeroptera,CG,,Baetis
Baetis notos,5,Baetis,Baetis notos,Insecta,Ephemeroptera,CG,,Baetis
Baetis palisadi,5,Baetis,Baetis palisadi,Insecta,Ephemeroptera,CG,,Baetis
Baetis piscatoris,5,Baetis,Baetis piscatoris,Insecta,Ephemeroptera,CG,,Baetis
Baetis tricaudatus,6,Baetis,Baetis tricaudatus,Insecta,Ephemeroptera,CG,,Baetis
Baetisca,NA,Baetisca,Baetisca,Insecta,Ephemeroptera,CG,,Baetisca
Baetisca columbiana,NA,Baetisca columbiana,Baetisca columbiana,Insecta,Ephemeroptera,CG,,Baetisca columbiana
Baetisca lacustris,4,Baetisca,Baetisca,Insecta,Ephemeroptera,CG,,Baetisca
Baetodes,NA,Baetodes,Baetodes,Insecta,Ephemeroptera,SC,,Baetodes
Baetodes alleni,NA,Baetodes,Baetodes alleni,Insecta,Ephemeroptera,SC,,Baetodes
Baetodes arizonensis,NA,Baetodes,Baetodes arizonensis,Insecta,Ephemeroptera,SC,,Baetodes
Baetodes bibranchius,NA,Baetodes,Baetodes bibranchius,Insecta,Ephemeroptera,SC,,Baetodes
Baetodes edmundsi,NA,Baetodes,Baetodes edmundsi,Insecta,Ephemeroptera,SC,,Baetodes
Bagous,NA,Bagous,Bagous,Insecta,Coleoptera,SH,,Bagous
Bagous carinatus,NA,Bagous,Bagous,Insecta,Coleoptera,SH,,Bagous
Bandakia,5,Bandakia,Bandakia,Arachnida,Trombidiformes,P,,Bandakia
Bandakia fragilis,5,Bandakia,Bandakia,Arachnida,Trombidiformes,P,,Bandakia
Bandakia longipalpis,5,Bandakia,Bandakia,Arachnida,Trombidiformes,P,,Bandakia
Bandakia oregonensis,5,Bandakia,Bandakia,Arachnida,Trombidiformes,P,,Bandakia
Banksiola,4,Banksiola,Banksiola,Insecta,Trichoptera,SH,,Banksiola
Banksiola crotchi,4,Banksiola crotchi,Banksiola crotchi,Insecta,Trichoptera,SH,,Banksiola crotchi
Batracobdella,NA,Batracobdella,Batracobdella,Hirudinea,Rhynchobdellida,PA,,Batracobdella
Baumannella,2,Baumannella,Baumannella,Insecta,Plecoptera,P,,Baumannella
Baumannella alameda,2,Baumannella alameda,Baumannella alameda,Insecta,Plecoptera,P,,Baumannella alameda
Bellamya,NA,Bellamya,Bellamya,Gastropoda,Architaenioglossa,SC,,Bellamya
Bellamya chinensis,NA,Bellamya,Bellamya,Gastropoda,Architaenioglossa,SC,,Bellamya
Bellamya japonica,NA,Bellamya,Bellamya,Gastropoda,Architaenioglossa,SC,,Bellamya
Belostoma,8,Belostoma,Belostoma,Insecta,Hemiptera,P,,Belostoma
Belostoma bakeri,8,Belostoma,Belostoma,Insecta,Hemiptera,P,,Belostoma
Belostoma confusum,8,Belostoma,Belostoma,Insecta,Hemiptera,P,,Belostoma
Belostoma flumineum,8,Belostoma,Belostoma,Insecta,Hemiptera,P,,Belostoma
Belostoma saratogae,8,Belostoma,Belostoma,Insecta,Hemiptera,P,,Belostoma
Belostoma subspinosum,8,Belostoma,Belostoma,Insecta,Hemiptera,P,,Belostoma
Belostomatidae,8,Belostomatidae,Belostomatidae,Insecta,Hemiptera,P,,Belostomatidae
Bequaertomyia,3,Bequaertomyia,Bequaertomyia,Insecta,Diptera,P,,Bequaertomyia
Berosus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus fraternus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus fraternus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus hatchi,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus hatchi,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus infuscatus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus infuscatus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus ingeminatus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus ingeminatus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus maculosus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus maculosus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus metalliceps,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus metalliceps,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus notapeltatus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus notapeltatus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus oregonensis,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus oregonensis,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus punctatissimus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus punctatissimus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus sayi Hansen,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus sayi Hansen,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus striatus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus striatus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Berosus styliferus,5,Berosus,Berosus,Insecta,Coleoptera,P,,Berosus
Berosus styliferus,5,Berosus,Berosus,Insecta,Coleoptera,MH,,Berosus
Bezzia,6,Bezzia,Bezzia,Insecta,Diptera,P,Ceratopogoninae,Bezzia
Bezzia/ Palpomyia,6,Bezzia/ Palpomyia,Bezzia/ Palpomyia,Insecta,Diptera,P,Ceratopogoninae,Bezzia/ Palpomyia
Bibiocephala,0,Bibiocephala,Bibiocephala,Insecta,Diptera,SC,,Bibiocephala
Bibiocephala grandis,0,Bibiocephala,Bibiocephala,Insecta,Diptera,SC,,Bibiocephala
Bibiocephala nigripes,0,Bibiocephala,Bibiocephala,Insecta,Diptera,SC,,Bibiocephala
Bilyjomyia,7,Chironomidae,Bilyjomyia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Bilyjomyia algens,7,Chironomidae,Bilyjomyia,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Bisancora,1,Bisancora,Bisancora,Insecta,Plecoptera,P,,Bisancora
Bisancora pastina,1,Bisancora,Bisancora,Insecta,Plecoptera,P,,Bisancora
Bisancora rutriformis,1,Bisancora,Bisancora,Insecta,Plecoptera,P,,Bisancora
Bittacomorpha,7,Bittacomorpha,Bittacomorpha,Insecta,Diptera,CG,,Bittacomorpha
Bittacomorpha clavipes,7,Bittacomorpha,Bittacomorpha,Insecta,Diptera,CG,,Bittacomorpha
Bittacomorpha occidentalis,7,Bittacomorpha,Bittacomorpha,Insecta,Diptera,CG,,Bittacomorpha
Bittacomorphella,7,Bittacomorphella,Bittacomorphella,Insecta,Diptera,CG,,Bittacomorphella
Bittacomorphella ostenii,7,Bittacomorphella,Bittacomorphella,Insecta,Diptera,CG,,Bittacomorphella
Bittacomorphella pacifica,7,Bittacomorphella,Bittacomorphella,Insecta,Diptera,CG,,Bittacomorphella
Bivalvia,NA,Bivalvia,Bivalvia,Bivalvia,,CF,,Bivalvia
Blepharicera,0,Blepharicera,Blepharicera,Insecta,Diptera,SC,,Blepharicera
Blepharicera jordani,0,Blepharicera,Blepharicera,Insecta,Diptera,SC,,Blepharicera
Blepharicera kalmiopsis,0,Blepharicera,Blepharicera,Insecta,Diptera,SC,Blepharicerinae,Blepharicera
Blepharicera micheneri,0,Blepharicera,Blepharicera,Insecta,Diptera,SC,,Blepharicera
Blepharicera ostensackeni,0,Blepharicera,Blepharicera,Insecta,Diptera,SC,,Blepharicera
Blephariceridae,0,Blephariceridae,Blephariceridae,Insecta,Diptera,SC,,Blephariceridae
Bolshecapnia,1,Bolshecapnia,Bolshecapnia,Insecta,Plecoptera,SH,,Bolshecapnia
Bolshecapnia maculata,1,Bolshecapnia maculata,Bolshecapnia maculata,Insecta,Plecoptera,SH,,Bolshecapnia maculata
Boreochlus,6,Chironomidae,Boreochlus,Insecta,Diptera,CG,Podonominae,Podonominae
Boreoclus gracilistylus,6,Chironomidae,Boreochlus,Insecta,Diptera,CG,Podonominae,Podonominae
Boreoclus persimilis,6,Chironomidae,Boreochlus,Insecta,Diptera,CG,Podonominae,Podonominae
Boreoclus sinuaticornis,6,Chironomidae,Boreochlus,Insecta,Diptera,CG,Podonominae,Podonominae
Boreoheptagyia,6,Chironomidae,Boreoheptagyia,Insecta,Diptera,CG,Diamesinae,Diamesinae
Boreoheptagyia lurida,6,Chironomidae,Boreoheptagyia,Insecta,Diptera,CG,Diamesinae,Diamesinae
Bothrioneurum,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Bothrioneurum vejdovskyanum,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Brachidontes,NA,Brachidontes,Brachidontes,Bivalvia,Mytiloida,CF,,Brachidontes
Brachidontes exustus,NA,Brachidontes,Brachidontes,Bivalvia,Mytiloida,CF,,Brachidontes
Brachycentridae,1,Brachycentridae,Brachycentridae,Insecta,Trichoptera,CF,,Brachycentridae
Brachycentrus,1,Brachycentrus,Brachycentrus,Insecta,Trichoptera,OM,,Brachycentrus
Brachycentrus americanus,1,Brachycentrus,Brachycentrus americanus,Insecta,Trichoptera,OM,,Brachycentrus
Brachycentrus echo,1,Brachycentrus,Brachycentrus echo,Insecta,Trichoptera,OM,,Brachycentrus
Brachycentrus occidentalis,1,Brachycentrus,Brachycentrus occidentalis,Insecta,Trichoptera,OM,,Brachycentrus
Brachymesia,9,Brachymesia,Brachymesia,Insecta,Odonata,P,,Brachymesia
Brachymesia furcata,9,Brachymesia,Brachymesia,Insecta,Odonata,P,,Brachymesia
Brachymesia gravida,9,Brachymesia,Brachymesia,Insecta,Odonata,P,,Brachymesia
Brachypoda,5,Brachypoda,Brachypoda,Arachnida,Trombidiformes,P,,Brachypoda
Branchiobdellida,6,Branchiobdellae,Branchiobdellae,Branchiobdellae,Branchiobdellida,CG,,Branchiobdellae
Branchiobdellidae,NA,Branchiobdellae,Branchiobdellae,Branchiobdellae,Branchiobdellida,CG,,Branchiobdellae
Branchiura,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Branchiura sowerbyi,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Brechmorhoga,9,Brechmorhoga,Brechmorhoga,Insecta,Odonata,P,,Brechmorhoga
Brechmorhoga mendax,9,Brechmorhoga mendax,Brechmorhoga mendax,Insecta,Odonata,P,,Brechmorhoga mendax
Brechmorhoga pertinax,9,Brechmorhoga,Brechmorhoga,Insecta,Odonata,P,,Brechmorhoga
Brillia,5,Chironomidae,Brillia,Insecta,Diptera,SH,Orthocladiinae,Orthocladiinae
Brillia flavifrons,5,Chironomidae,Brillia,Insecta,Diptera,SH,Orthocladiinae,Orthocladiinae
Brillia laculata,5,Chironomidae,Brillia,Insecta,Diptera,SH,Orthocladiinae,Orthocladiinae
Brillia parva,5,Chironomidae,Brillia,Insecta,Diptera,SH,Orthocladiinae,Orthocladiinae
Brillia retifinis,5,Chironomidae,Brillia,Insecta,Diptera,SH,Orthocladiinae,Orthocladiinae
Brundiniella,6,Chironomidae,Brundiniella,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Brundiniella eumorpha,6,Chironomidae,Brundiniella,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Brychius,5,Brychius,Brychius,Insecta,Coleoptera,MH,,Brychius
Brychius hornii,5,Brychius,Brychius,Insecta,Coleoptera,MH,,Brychius
Brychius pacificus,5,Brychius,Brychius,Insecta,Coleoptera,MH,,Brychius
Bryelmis,4,Bryelmis,Bryelmis,Insecta,Coleoptera,CG,,Bryelmis
Bryelmis siskiyou,4,Bryelmis siskiyou,Bryelmis siskiyou,Insecta,Coleoptera,CG,,Bryelmis siskiyou
Buenoa,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa arida,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa arizonis,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa confusa,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa hungerfordi,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa macrotibialis,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa margaritacea,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa omani,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa scimitra,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Buenoa uhleri,NA,Buenoa,Buenoa,Insecta,Hemiptera,P,,Buenoa
Byssanodonta,NA,Byssanodonta,Byssanodonta,Bivalvia,Veneroida,CF,,Byssanodonta
Caecidotea,8,Caecidotea,Caecidotea,Malacostraca,Isopoda,CG,,Caecidotea
Caecidotea communis,NA,Caecidotea,Caecidotea,Malacostraca,Isopoda,CG,,Caecidotea
Caecidotea occidentalis,8,Caecidotea,Caecidotea,Malacostraca,Isopoda,CG,,Caecidotea
Caecidotea racovitzai,8,Caecidotea,Caecidotea,Malacostraca,Isopoda,CG,,Caecidotea
Caecidotea sequoiae,8,Caecidotea,Caecidotea,Malacostraca,Isopoda,CG,,Caecidotea
Caecidotea tomalensis,8,Caecidotea,Caecidotea,Malacostraca,Isopoda,CG,,Caecidotea
Caenidae,7,Caenidae,Caenidae,Insecta,Ephemeroptera,CG,,Caenidae
Caenis,7,Caenis,Caenis,Insecta,Ephemeroptera,CG,,Caenis
Caenis amica,7,Caenis,Caenis amica,Insecta,Ephemeroptera,CG,,Caenis
Caenis bajaensis,7,Caenis,Caenis bajaensis,Insecta,Ephemeroptera,CG,,Caenis
Caenis latipennis,7,Caenis,Caenis latipennis,Insecta,Ephemeroptera,CG,,Caenis
Caenis macafferti,7,Caenis,Caenis macafferti,Insecta,Ephemeroptera,CG,,Caenis
Caenis punctata,7,Caenis,Caenis punctata,Insecta,Ephemeroptera,CG,,Caenis
Caenis tardata,7,Caenis,Caenis tardata,Insecta,Ephemeroptera,CG,,Caenis
Caenis youngi,7,Caenis,Caenis youngi,Insecta,Ephemeroptera,CG,,Caenis
Caladomyia,6,Chironomidae,Caladomyia,Insecta,Diptera,CG,Chironominae,Chironominae
Caladomyia pistra,6,Chironomidae,Caladomyia,Insecta,Diptera,CG,Chironominae,Chironominae
Calamoceratidae,1,Calamoceratidae,Calamoceratidae,Insecta,Trichoptera,SH,,Calamoceratidae
Calileuctra,0,Calileuctra,Calileuctra,Insecta,Plecoptera,SH,,Calileuctra
Calileuctra dobryi,0,Calileuctra,Calileuctra,Insecta,Plecoptera,SH,,Calileuctra
Calileuctra ephemera,0,Calileuctra,Calileuctra,Insecta,Plecoptera,SH,,Calileuctra
Calineuria,2,Calineuria,Calineuria,Insecta,Plecoptera,P,,Calineuria
Calineuria californica,2,Calineuria californica,Calineuria californica,Insecta,Plecoptera,P,,Calineuria californica
Callibaetis,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callibaetis californicus,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callibaetis ferrugineus,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callibaetis fluctuans,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callibaetis montanus,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callibaetis pallidus,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callibaetis pictus,9,Callibaetis,Callibaetis,Insecta,Ephemeroptera,CG,,Callibaetis
Callicorixa,8,Callicorixa,Callicorixa,Insecta,Hemiptera,P,,Callicorixa
Callicorixa alaskensis,8,Callicorixa,Callicorixa,Insecta,Hemiptera,P,,Callicorixa
Callicorixa audeni,8,Callicorixa,Callicorixa,Insecta,Hemiptera,P,,Callicorixa
Callicorixa scudderi,8,Callicorixa,Callicorixa,Insecta,Hemiptera,P,,Callicorixa
Callicorixa vulnerata,8,Callicorixa,Callicorixa,Insecta,Hemiptera,P,,Callicorixa
Calliperla,2,Calliperla,Calliperla,Insecta,Plecoptera,P,,Calliperla
Calliperla luctuosa,2,Calliperla luctuosa,Calliperla luctuosa,Insecta,Plecoptera,P,,Calliperla luctuosa
Caloparyphus,7,Caloparyphus,Caloparyphus,Insecta,Diptera,CG,,Caloparyphus
Caloparyphus/ Euparyphus,8,Caloparyphus/ Euparyphus,Caloparyphus/ Euparyphus,Insecta,Diptera,CG,,Caloparyphus/ Euparyphus
Calopterygidae,5,Calopterygidae,Calopterygidae,Insecta,Odonata,P,,Calopterygidae
Calopteryx,6,Calopteryx,Calopteryx,Insecta,Odonata,P,,Calopteryx
Calopteryx aequabilis,5,Calopteryx aequabilis,Calopteryx aequabilis,Insecta,Odonata,P,,Calopteryx aequabilis
Cambaridae,8,Cambaridae,Cambaridae,Malacostraca,Decapoda,SH,,Cambaridae
Cambarincola,NA,Branchiobdellae,Branchiobdellae,Branchiobdellae,Branchiobdellida,P,,Branchiobdellae
Camelobaetidius,4,Camelobaetidius,Camelobaetidius,Insecta,Ephemeroptera,CG,,Camelobaetidius
Camelobaetidius kickapoo,4,Camelobaetidius,Camelobaetidius kickapoo,Insecta,Ephemeroptera,CG,,Camelobaetidius
Camelobaetidius maidu,4,Camelobaetidius,Camelobaetidius maidu,Insecta,Ephemeroptera,CG,,Camelobaetidius
Camelobaetidius mexicanus,4,Camelobaetidius,Camelobaetidius mexicanus,Insecta,Ephemeroptera,CG,,Camelobaetidius
Camelobaetidius musseri,4,Camelobaetidius,Camelobaetidius musseri,Insecta,Ephemeroptera,CG,,Camelobaetidius
Camelobaetidius similis,4,Camelobaetidius,Camelobaetidius similis,Insecta,Ephemeroptera,CG,,Camelobaetidius
Camelobaetidius warreni,4,Camelobaetidius,Camelobaetidius warreni,Insecta,Ephemeroptera,CG,,Camelobaetidius
Canacidae,NA,Canacidae,Canacidae,Insecta,Diptera,SC,,Canacidae
Capnia,1,Capnia,Capnia,Insecta,Plecoptera,SH,,Capnia
Capnia barberi,1,Capnia,Capnia,Insecta,Plecoptera,SH,,Capnia
Capnia californica,1,Capnia,Capnia,Insecta,Plecoptera,SH,,Capnia
Capnia caryi,1,Capnia,Capnia,Insecta,Plecoptera,SH,,Capnia
Capnia confusa,1,Capnia,Capnia,Insecta,Plecoptera,SH,,Capnia
